Eat; Pray; Love,Elizabeth Gilbert,Nonfiction Autobiography Memoir Travel Biography Womens Fiction Chick Lit Spirituality Romance Contemporary Biography Autobiography Biography Memoir,February 1st 2007,334,Riverhead Books,English,0143038419,9780143038412,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,
Eclipse,Stephenie Meyer,Young Adult Fantasy Romance Paranormal Vampires Fiction,August 7th 2007,629,Little; Brown and Company,English,0316160202,9780316160209,https://www.goodreads.com/book/show/428263.Eclipse,
Breaking Dawn,Stephenie Meyer,Fantasy Young Adult Romance Science Fiction Fantasy,August 2nd 2008,756,Little; Brown and Company,English,031606792X,9780316067928,https://www.goodreads.com/book/show/1162543.Breaking_Dawn,
Blood River: A Journey to Africa's Broken Heart,Tim Butcher,Cultural Africa Travel Nonfiction History Adventure Autobiography Memoir,January 3rd 2008,384,Vintage,English,0099494280,9780099494287,https://www.goodreads.com/book/show/2184798.Blood_River,
New Moon,Stephenie Meyer,Young Adult Fantasy Romance Paranormal Vampires Fiction,September 6th 2006,563,Little; Brown and Company,English,0316160199,9780316160193,https://www.goodreads.com/book/show/49041.New_Moon,
City of Glass,Cassandra Clare,Fantasy Young Adult Fantasy Paranormal Fantasy Urban Fantasy,March 24th 2009,541,Margaret K. McElderry Books,English,1416914307,9781416914303,https://www.goodreads.com/book/show/3777732-city-of-glass,
The Graveyard Book,Neil Gaiman Dave McKean,Fantasy Young Adult Fiction Horror Fantasy Paranormal Childrens,September 30th 2008,307,HarperCollins,English,0060530928,9780060530921,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,
The Name of the Wind,Patrick Rothfuss,Fantasy Fiction Fantasy Epic Fantasy,April 2007,662,Penguin Group DAW,English,075640407X,9780756404079,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,
Kafka on the Shore,Haruki Murakami Philip Gabriel,Fiction Magical Realism Cultural Japan Fantasy Asian Literature Japanese Literature,January 3rd 2006,480,Vintage International,English,1400079276,9781400079278,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,
City of Ashes,Cassandra Clare,Fantasy Young Adult Fantasy Paranormal Romance Fantasy Urban Fantasy,March 25th 2008,453,Margaret K. McElderry Books,English,1416914293,9781416914297,https://www.goodreads.com/book/show/1582996.City_of_Ashes,
Room,Emma Donoghue,Fiction Contemporary Adult Adult Fiction,September 13th 2010,321,Little; Brown,English,0316098337,9780316098335,https://www.goodreads.com/book/show/7937843-room,
The Corrections,Jonathan Franzen,Fiction Contemporary Novels,September 2nd 2002,653,Fourth Estate Paperbacks,English,1841156736,9781841156736,https://www.goodreads.com/book/show/3805.The_Corrections,
The Brief Wondrous Life of Oscar Wao,Junot Díaz,Fiction Contemporary Magical Realism Novels,September 6th 2007,335,Riverhead Books,English,1594489580,9781594489587,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics; #1),Steven D. Levitt Stephen J. Dubner,Economics Nonfiction Business Science Psychology Sociology Politics Economics Finance Audiobook Social Science,October 17th 2006,320,William Morrow,English,0061234001,9780061234002,https://www.goodreads.com/book/show/1202.Freakonomics,
The Thirteenth Tale,Diane Setterfield,Historical Historical Fiction Gothic Writing Books About Books Adult,September 12th 2006,406,Atria Books,English,0743298020,9780743298025,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale,
Marley and Me: Life and Love With the World's Worst Dog,John Grogan,Nonfiction Autobiography Memoir Animals Animals Dogs Biography Humor Adult Biography Memoir Contemporary Biography Autobiography,October 18th 2005,291,William Morrow; 1ST edition,English,0739461192,9780739461198,https://www.goodreads.com/book/show/12691.Marley_and_Me,
The Devil in the White City: Murder; Magic; and Madness at the Fair That Changed America,Erik Larson Tony Goldwyn,Nonfiction History Crime True Crime Mystery Crime,February 11th 2003,447,Random House Audio Publishing Group,English,0739303406,9780739303405,https://www.goodreads.com/book/show/21996.The_Devil_in_the_White_City,
The Known World,Edward P. Jones,Historical Historical Fiction Fiction Cultural African American,August 29th 2006,432,Amistad,English,0061159174,9780061159176,https://www.goodreads.com/book/show/67.The_Known_World,
The Other Boleyn Girl,Philippa Gregory,Historical Historical Fiction Fiction Historical Romance,May 21st 2003,661,Touchstone,English,0743227441,9780743227445,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,
World Without End,Ken Follett,Historical Historical Fiction Fiction Historical,October 4th 2007,1014,Dutton,,,9780525950073,https://www.goodreads.com/book/show/5064.World_Without_End,
Year of Wonders,Geraldine Brooks,Historical Historical Fiction Fiction European Literature British Literature,April 30th 2002,358,Penguin Books,English,0142001430,9780142001431,https://www.goodreads.com/book/show/4965.Year_of_Wonders,
Freedom,Jonathan Franzen,Fiction Contemporary Novels,August 31st 2010,562,Farrar Straus Giroux,English,0374158460,9780374158460,https://www.goodreads.com/book/show/7905092-freedom,
Coraline,Neil Gaiman,Fantasy Young Adult Fiction Horror Childrens,August 29th 2006,162,William Morrow Paperbacks,English,0061139378,9780061139376,https://www.goodreads.com/book/show/17061.Coraline,
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,History Nonfiction Travel War World War I Biography War,May 1st 2014,352,Chatto & Windus,English,070118793X,9780701187934,https://www.goodreads.com/book/show/18300212-the-trigger,
The Goldfinch,Donna Tartt,Fiction Contemporary Literary Fiction,October 22nd 2013,771,Little; Brown,English,0316055433,9780316055437,https://www.goodreads.com/book/show/17333223-the-goldfinch,
The Millennium Trilogy,Stieg Larsson Reg Keeland,Mystery Crime Fiction Mystery Thriller Suspense,May 25th 2010,1531,Knopf Doubleday Publishing Group,English,0307594777,9780307594778,https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,
The Elegance of the Hedgehog,Muriel Barbery Alison Anderson,Fiction Book Club,September 2nd 2008,325,Europa Editions,English,1933372605,9781933372600,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,
The Maze Runner,James Dashner,Young Adult Science Fiction Dystopia Science Fiction,October 6th 2009,384,Delacorte Press,English,0385737947,9780385737944,https://www.goodreads.com/book/show/6186357-the-maze-runner,
Graceling,Kristin Cashore,Fantasy Young Adult Romance Fiction,October 1st 2008,471,Harcourt,English,015206396X,9780152063962,https://www.goodreads.com/book/show/3236307-graceling,
A Feast for Crows,George R.R. Martin,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy,,1061,Bantam Books,English,055358202X,9780553582024,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,
Thirteen Reasons Why,Jay Asher,Young Adult Contemporary Fiction Realistic Fiction Mystery,October 18th 2007,288,Razorbill,English,1595141715,9781595141712,https://www.goodreads.com/book/show/1217100.Thirteen_Reasons_Why,
Shadow Kiss,Richelle Mead,Young Adult Paranormal Vampires Fantasy Fantasy Paranormal Romance,January 2nd 2008,443,Razorbill,English,1595141979,9781595141972,https://www.goodreads.com/book/show/2802316-shadow-kiss,
Seabiscuit: An American Legend,Laura Hillenbrand,Nonfiction History Biography Sports and Games Sports Animals,July 1st 2003,457,Ballantine Books,English,0345465083,9780345465085,https://www.goodreads.com/book/show/110737.Seabiscuit,
The Martian,Andy Weir,Novels Contemporary Science Fiction Fantasy,February 11th 2014,369,Crown,English,0804139024,9780804139021,https://www.goodreads.com/book/show/18007564-the-martian,
The Sea of Monsters,Rick Riordan,Fiction Childrens Audiobook Young Adult Young Adult Fantasy Young Adult Teen Science Fiction Fantasy Fantasy Paranormal Young Adult Childrens Juvenile Humor Funny,April 1st 2006,279,Hyperion Books,English,0786856866,9780786856862,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,
Frostbite,Richelle Mead,Young Adult Paranormal Vampires Fantasy Fantasy Paranormal Romance,April 10th 2008,327,Razorbill,English,1595141758,9781595141750,https://www.goodreads.com/book/show/2282133.Frostbite,
World War Z: An Oral History of the Zombie War,Max Brooks,Science Fiction Apocalyptic Abandoned Apocalyptic Post Apocalyptic Science Fiction Fantasy Speculative Fiction Adventure Survival,September 12th 2006,342,Crown,English,0307346609,9780307346605,https://www.goodreads.com/book/show/8908.World_War_Z,
The Last Lecture,Randy Pausch Jeffrey Zaslow,Nonfiction Biography Inspirational Philosophy,April 8th 2008,206,Hachette Books,English,1401323251,9781401323257,https://www.goodreads.com/book/show/2318271.The_Last_Lecture,
Shantaram,Gregory David Roberts,Fiction Cultural India Travel Adventure,,936,Scribe,English,192076920X,9781920769208,https://www.goodreads.com/book/show/33600.Shantaram,
The Lost Symbol,Dan Brown,Fiction Mystery Thriller Suspense Thriller Mystery Thriller,September 15th 2009,509,Doubleday,English,0385504225,9780385504225,https://www.goodreads.com/book/show/6411961-the-lost-symbol,
The Titan's Curse,Rick Riordan,Fantasy Young Adult Fantasy Mythology,May 5th 2007,320,Puffin Books,English,0141382899,9780141382890,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Nonfiction Autobiography Memoir Biography,December 30th 2003,356,Random House Trade Paperbacks,English,081297106X,9780812971064,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran,
The Battle of the Labyrinth,Rick Riordan,Fantasy Young Adult Fantasy Mythology Fiction Adventure Childrens Middle Grade Childrens Mythology Greek Mythology Fantasy Urban Fantasy Fantasy Magic,March 6th 2008,361,Hyperion Books for Children,English,1423101464,9781423101468,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,
Everything Is Illuminated,Jonathan Safran Foer,Fiction Historical Historical Fiction Contemporary Novels,April 1st 2003,276,Harper Perennial,English,0060529709,9780060529703,https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated,
Olive Kitteridge,Elizabeth Strout,Short Stories Fiction Book Club Literary Fiction Contemporary,March 25th 2008,270,Random House,English,140006208X,9781400062089,https://www.goodreads.com/book/show/1736739.Olive_Kitteridge,
The Plot Against America,Philip Roth,Fiction Historical Historical Fiction Science Fiction Alternate History Literature,September 27th 2005,391,Vintage,English,1400079497,9781400079490,https://www.goodreads.com/book/show/703.The_Plot_Against_America,
Peace Like a River,Leif Enger,Fiction Historical Historical Fiction Book Club,August 7th 2002,312,Atlantic Monthly Press,English,0802139256,9780802139252,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,
Hush; Hush,Becca Fitzpatrick,Young Adult Fantasy Paranormal Angels Fantasy Paranormal Romance,October 13th 2009,391,Simon & Schuster BFYR,English,1416989412,9781416989417,https://www.goodreads.com/book/show/6339664-hush-hush,
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,Nonfiction Sociology Politics Economics Autobiography Memoir,May 1st 2002,240,Owl Books (Henry Holt),English,0805063897,9780805063899,https://www.goodreads.com/book/show/1869.Nickel_and_Dimed,
The Stolen Child,Keith Donohue,Fantasy Fiction Fantasy Fairy Tales,May 9th 2006,327,Nan A. Talese,English,0385516169,9780385516167,https://www.goodreads.com/book/show/38657.The_Stolen_Child,
Blood Promise,Richelle Mead,Young Adult Paranormal Vampires Fantasy Fantasy Paranormal Romance,August 25th 2009,503,Penguin Razorbill,English,1595141987,9781595141989,https://www.goodreads.com/book/show/5996153-blood-promise,
The Serpent's Tale,Ariana Franklin,Historical Historical Fiction Mystery Fiction Historical Mystery Historical Mystery Historical Medieval,January 31st 2008,371,Putnam Adult,English,0399154647,9780399154645,https://www.goodreads.com/book/show/1232140.The_Serpent_s_Tale,
American Rust,Philipp Meyer,Fiction Mystery Mystery Crime,February 24th 2009,368,Spiegel & Grau,English,0385527519,9780385527514,https://www.goodreads.com/book/show/4251902-american-rust,
Before You Know Kindness,Chris Bohjalian,Fiction Contemporary,August 2005,429,Vintage,English,1400031656,9781400031658,https://www.goodreads.com/book/show/16046.Before_You_Know_Kindness,
The Imperfectionists,Tom Rachman,Fiction Short Stories Cultural Italy Contemporary,April 6th 2010,272,The Dial Press,English,0385343663,9780385343664,https://www.goodreads.com/book/show/6834410-the-imperfectionists,
The Autograph Man,Zadie Smith,Fiction Novels Contemporary Literary Fiction Literature,June 17th 2003,347,Vintage,English,037570387X,9780375703874,https://www.goodreads.com/book/show/3710.The_Autograph_Man,
Where'd You Go; Bernadette,Maria Semple,Fiction Humor Contemporary Mystery Womens Fiction Chick Lit,August 14th 2012,330,Little; Brown and Company,English,0316204277,9780316204279,https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette,
The Tin Roof Blowdown,James Lee Burke,Mystery Fiction Mystery Crime Thriller,July 17th 2007,373,Simon & Schuster,English,1416548483,9781416548485,https://www.goodreads.com/book/show/55018.The_Tin_Roof_Blowdown,
The Outlaw Demon Wails,Kim Harrison,Fantasy Urban Fantasy Fantasy Fantasy Paranormal Paranormal Vampires Paranormal Witches,February 26th 2008,455,Eos,English,0060788704,9780060788704,https://www.goodreads.com/book/show/1225621.The_Outlaw_Demon_Wails,
Hunting Ground,Patricia Briggs,Fantasy Fantasy Paranormal Fantasy Urban Fantasy Romance Romance Paranormal Romance Shapeshifters Werewolves,September 1st 2009,286,Ace Books,English,044101738X,9780441017386,https://www.goodreads.com/book/show/5292853-hunting-ground,
Heist Society,Ally Carter,Young Adult Mystery Contemporary Romance,February 9th 2010,287,Disney-Hyperion,English,1423116399,9781423116394,https://www.goodreads.com/book/show/6574102-heist-society,
The Hundred Thousand Kingdoms,N.K. Jemisin,Fantasy Fiction Romance Fantasy High Fantasy Fantasy Epic Fantasy,February 25th 2010,427,Hachette Book Group Orbit,English,0316043915,9780316043915,https://www.goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms,
The Blood of Olympus,Rick Riordan,Fantasy Young Adult Fantasy Mythology,October 7th 2014,516,Disney-Hyperion Books,English,1484724917,9781423146735,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,
The Secret River,Kate Grenville,Historical Historical Fiction Fiction Cultural Australia Historical,April 10th 2007,334,Canongate U.S.,English,1841959146,9781841959146,https://www.goodreads.com/book/show/347698.The_Secret_River,
The Ruins of Gorlan,John Flanagan,Fiction Childrens Middle Grade Fantasy,June 8th 2006,249,Puffin Books,English,0142406635,9780142406632,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,
Just After Sunset,Stephen King,Horror Short Stories Fiction,November 11th 2008,367,Scribner,English,1416584080,9781416584087,https://www.goodreads.com/book/show/2906039-just-after-sunset,
Trinity,Domenico Italo Composto-Hart,Fantasy Science Fiction Science Fiction Fantasy,January 21st 2011,638,Dragon Bone Books,English,0615398693,9780615398693,https://www.goodreads.com/book/show/12043511-trinity,
Bone Crossed,Patricia Briggs,Fantasy Urban Fantasy Fantasy Fantasy Paranormal Paranormal Vampires Shapeshifters Werewolves Romance Romance Paranormal Romance,,300,Orbit,English,1841496863,9781841496863,https://www.goodreads.com/book/show/3128411-bone-crossed,
Elantris,Brandon Sanderson,Fantasy Epic Fantasy Fantasy Science Fiction Fantasy Fiction Adult,May 30th 2006,622,Tor Fantasy,English,0765350378,9780765350374,https://www.goodreads.com/book/show/68427.Elantris,
Heartsick,Chelsea Cain,Mystery Thriller Fiction Mystery Crime Suspense Horror,September 4th 2007,336,Minotaur Books,English,0312368461,9780312368463,https://www.goodreads.com/book/show/657034.Heartsick,
Lighthousekeeping,Jeanette Winterson,Fiction Contemporary Literature Glbt Queer Lgbt,April 3rd 2006,252,Mariner Books,English,0156032899,9780156032896,https://www.goodreads.com/book/show/15052.Lighthousekeeping,
I; Lucifer,Glen Duncan,Fiction Fantasy Humor Religion Horror,April 2nd 2003,272,Grove Press,English,0802140149,9780802140142,https://www.goodreads.com/book/show/66717.I_Lucifer,
His Majesty's Dragon,Naomi Novik,Fantasy Fantasy Dragons Historical Historical Fiction Fiction Historical Science Fiction Alternate History,March 28th 2006,353,Del Rey,English,0345481283,9780345481283,https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon,
Quidditch Through the Ages,Kennilworthy Whisp J.K. Rowling,Fantasy Young Adult Fiction Childrens,June 1st 2001,64,Scholastic,English,0439321611,9780439321617,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,
Brother Odd,Dean Koontz,Horror Fiction Thriller Fantasy Mystery Fantasy Paranormal,November 28th 2006,364,Bantam,English,0553804804,9780553804805,https://www.goodreads.com/book/show/14996.Brother_Odd,
Drop City,T.C. Boyle Richard Poe,Fiction,January 27th 2004,497,Penguin Books,English,0142003808,9780142003800,https://www.goodreads.com/book/show/24724.Drop_City,
The Tenderness of Wolves,Stef Penney,Fiction Historical Historical Fiction Mystery Cultural Canada Historical,July 10th 2007,384,Simon & Schuster,English,1416540741,9781416540748,https://www.goodreads.com/book/show/315340.The_Tenderness_of_Wolves,
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Nonfiction Autobiography Memoir Travel Biography,March 20th 2012,315,Knopf,English,0307592731,9780307592736,https://www.goodreads.com/book/show/12262741-wild,
Death with Interruptions,José Saramago Margaret Jull Costa,Fiction Fantasy Magical Realism Cultural Portugal Novels,October 6th 2008,238,Houghton Mifflin Harcourt,English,0151012741,9780151012749,https://www.goodreads.com/book/show/3018539-death-with-interruptions,
Mountains Beyond Mountains: The Quest of Dr. Paul Farmer; A Man Who Would Cure the World,Tracy Kidder,Nonfiction Biography Health Medicine Autobiography Memoir Medical,August 31st 2004,333,Random House Trade,English,0812973011,9780812973013,https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains,
The Magicians,Lev Grossman,Fantasy Fiction Fantasy Magic Fantasy Urban Fantasy Young Adult,August 11th 2009,402,Viking,English,0670020559,9780670020553,https://www.goodreads.com/book/show/6101718-the-magicians,
The Golden Lily,Richelle Mead,Young Adult Paranormal Vampires Fantasy Fantasy Paranormal Romance,June 12th 2012,418,Penguin Group,English,1595143181,9781595143181,https://www.goodreads.com/book/show/8709523-the-golden-lily,
Percy Jackson and the Olympians,Rick Riordan,Fantasy Young Adult Fantasy Mythology Adventure,September 16th 2008,1032,Disney-Hyperion,English,1423113497,9781423113492,https://www.goodreads.com/book/show/3165162-percy-jackson-and-the-olympians,
The Luminaries,Eleanor Catton,Fiction Historical Historical Fiction Mystery Historical,October 15th 2013,848,Little; Brown and Company,English,0316074314,9780316074315,https://www.goodreads.com/book/show/17333230-the-luminaries,
Winter's Bone,Daniel Woodrell,Fiction Mystery Contemporary Mystery Crime,July 20th 2010,193,Little; Brown and Company,English,031605755X,9780316057554,https://www.goodreads.com/book/show/112525.Winter_s_Bone,
The Windup Girl,Paolo Bacigalupi,Science Fiction Fiction Science Fiction Dystopia Science Fiction Steampunk,September 1st 2009,359,Night Shade Books,English,1597801577,9781597801577,https://www.goodreads.com/book/show/6597651-the-windup-girl,
The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science; Cities; and the Modern World,Steven Johnson,History Science Nonfiction Health Medicine Medical Historical European Literature British Literature Health Audiobook Illness Disease,November 1st 2006,299,Riverhead Books,English,1594489254,9781594489259,https://www.goodreads.com/book/show/36086.The_Ghost_Map,
The House of Hades,Rick Riordan,Fantasy Young Adult Fantasy Mythology Adventure,October 8th 2013,597,Disney-Hyperion Books,English,1423146727,9781423146728,https://www.goodreads.com/book/show/12127810-the-house-of-hades,
Love Is a Mix Tape,Rob Sheffield,Music Nonfiction Autobiography Memoir Biography,January 2nd 2007,224,Crown Publishing Group (NY),English,1400083028,9781400083022,https://www.goodreads.com/book/show/46190.Love_Is_a_Mix_Tape,
Explosion in Paris,Linda Masemore Pirrung,Romance Womens Fiction Chick Lit Adult Mystery Nonfiction,April 24th 2009,408,iUniverse.com,English,144014074X,9781440140747,https://www.goodreads.com/book/show/6447501-explosion-in-paris,
The Way of Kings,Brandon Sanderson,Fantasy Fiction Fantasy Epic Fantasy Fantasy High Fantasy,August 31st 2010,1007,Tor Books,English,0765326353,9780765326355,https://www.goodreads.com/book/show/7235533-the-way-of-kings,
And the Mountains Echoed,Khaled Hosseini,Historical Historical Fiction Contemporary Adult Fiction Adult,May 21st 2013,404,Riverhead Books,English,159463176X,9781594631764,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,
Poison Study,Maria V. Snyder,Fantasy Young Adult Fiction Romance,March 1st 2007,409,Mira,English,0778324338,9780778324331,https://www.goodreads.com/book/show/60510.Poison_Study,
Evermore,Alyson Noel,Young Adult Fantasy Fantasy Paranormal Romance,February 3rd 2009,301,Griffin,English,031253275X,9780312532758,https://www.goodreads.com/book/show/3975774-evermore,
Rooftops of Tehran,Mahbod Seraji,Historical Historical Fiction Fiction Cultural Iran Romance Cultural,,348,NAL,English,045122681X,9780451226815,https://www.goodreads.com/book/show/6001011-rooftops-of-tehran,
JPod,Douglas Coupland,Fiction Cultural Canada Humor Contemporary,May 1st 2007,464,Bloomsbury USA,English,1596911050,9781596911055,https://www.goodreads.com/book/show/221059.JPod,
The Kitchen House,Kathleen Grissom,Historical Historical Fiction Fiction Historical Book Club Audiobook Adult Fiction Adult American Southern Novels Cultural African American,February 2nd 2010,369,Touchstone,English,1439153663,9781439153666,https://www.goodreads.com/book/show/6837103-the-kitchen-house,
The Orphan Master's Son,Adam Johnson,Fiction Historical Historical Fiction Cultural Asia Literary Fiction Contemporary Abandoned Literature Audiobook Novels Book Club,January 10th 2012,443,Random House,English,0812992792,9780812992793,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,Nonfiction Politics Biography Autobiography Memoir Biography Autobiography,October 17th 2006,375,Crown,English,0307237699,9780307237699,https://www.goodreads.com/book/show/9742.The_Audacity_of_Hope,
Dead in the Family,Charlaine Harris,Fantasy Paranormal Vampires Fantasy Paranormal Fantasy Urban Fantasy Romance Fiction,May 4th 2010,311,Ace Books,English,0441018645,9780441018642,https://www.goodreads.com/book/show/7091488-dead-in-the-family,
Can You Keep a Secret?,Sophie Kinsella,Womens Fiction Chick Lit Romance Fiction Contemporary Humor Romance Contemporary Romance Humor Funny Adult Adult Fiction Humor Comedy,December 27th 2005,374,Dell Publishing Company,English,0440241901,9780440241904,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,
Magical Thinking: True Stories,Augusten Burroughs,Autobiography Memoir Nonfiction Humor Short Stories Biography Writing Essays Humor Funny Biography Autobiography Biography Memoir Lgbt,October 1st 2005,304,Picador USA,English,0312315953,9780312315955,https://www.goodreads.com/book/show/79790.Magical_Thinking,
Bel Canto,Ann Patchett,Fiction Contemporary Book Club Literary Fiction,August 2nd 2005,352,Harper Perennial,English,0060838728,9780060838720,https://www.goodreads.com/book/show/5826.Bel_Canto,
The Historian,Elizabeth Kostova,Fiction Historical Historical Fiction Fantasy Mystery Historical,,704,Time Warner Books,English,0751537284,9780751537284,https://www.goodreads.com/book/show/10692.The_Historian,
Fifty Shades Freed,E.L. James,Adult Fiction Erotica Fiction Erotica Bdsm Adult Contemporary Womens Fiction Chick Lit Romance Contemporary Romance Romance Romance Erotic Romance New Adult,April 17th 2012,579,Vintage Books,English,0345803507,9780345803504,https://www.goodreads.com/book/show/13536860-fifty-shades-freed,
The Namesake,Jhumpa Lahiri,Cultural India Fiction Contemporary Literary Fiction Novels Literature,September 1st 2004,291,Mariner Books,English,0618485228,9780618485222,https://www.goodreads.com/book/show/33917.The_Namesake,
No Country for Old Men,Cormac McCarthy,Fiction Thriller Mystery Crime Westerns Literature Mystery,July 11th 2006,309,Vintage,English,0375706674,9780375706677,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,
The Art of Racing in the Rain,Garth Stein,Fiction Animals Animals Dogs Contemporary Adult Fiction Adult Book Club Audiobook Novels Family,May 13th 2008,321,Harper Collins,English,1554681723,9781554681723,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain,
Snow Flower and the Secret Fan,Lisa See,Historical Historical Fiction Fiction Cultural China Historical Cultural Asia Book Club Adult Adult Fiction Literature Asian Literature Novels,February 21st 2006,269,Random House,English,0812968069,9780812968064,https://www.goodreads.com/book/show/1103.Snow_Flower_and_the_Secret_Fan,
The Night Circus,Erin Morgenstern,Historical Historical Fiction Adult Adult Fiction,September 13th 2011,400,Doubleday,English,0385534639,9780385534635,https://www.goodreads.com/book/show/9361589-the-night-circus,
Oryx and Crake,Margaret Atwood,Fiction Science Fiction Science Fiction Dystopia Apocalyptic Post Apocalyptic Fantasy,March 30th 2004,400,Anchor Books,English,0385721676,9780385721677,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,
The Complete Persepolis,Marjane Satrapi Mattias Ripa Blake Ferris Anjali Singh,Sequential Art Graphic Novels Nonfiction Sequential Art Comics Autobiography Memoir Biography Feminism History Cultural Iran Graphic Novels Comics Biography Autobiography,October 30th 2007,341,Pantheon Books,English,0375714839,9780375714832,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,
A Short History of Nearly Everything,Bill Bryson,History Nonfiction Science,September 14th 2004,544,Broadway Books,English,076790818X,9780767908184,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,
Gone Girl,Gillian Flynn,Mystery Fiction Mystery Crime Contemporary Thriller,April 22nd 2014,415,Broadway Books,English,0307588378,9780307588371,https://www.goodreads.com/book/show/19288043-gone-girl,
The Memory Keeper's Daughter,Kim Edwards,Fiction Contemporary Adult Fiction Adult,May 30th 2006,401,Penguin Books,English,0143037145,9780143037149,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,
The God Delusion,Richard Dawkins,Nonfiction Religion Science Philosophy Religion Atheism,October 18th 2006,374,Houghton Mifflin Co. (Boston/NY),English,0618680004,9780618680009,https://www.goodreads.com/book/show/14743.The_God_Delusion,
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson David Oliver Relin,Nonfiction Autobiography Memoir Biography Travel Education Book Club Inspirational Cultural Pakistan Biography Memoir Abandoned,January 30th 2007,349,Penguin,English,0143038257,9780143038252,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,
Lamb: The Gospel According to Biff; Christ's Childhood Pal,Christopher Moore,Humor Fiction Historical Historical Fiction Fantasy Religion Humor Comedy,May 25th 2004,444,William Morrow / HarperCollins / Harper Perennial,English,0380813815,9780380813810,https://www.goodreads.com/book/show/28881.Lamb,
Everything is Illuminated,Jonathan Safran Foer,Fiction Historical Historical Fiction Contemporary Novels,August 4th 2016,288,Penguin,English,0241978890,9780241978894,https://www.goodreads.com/book/show/29923046-everything-is-illuminated,
Jonathan Strange & Mr Norrell,Susanna Clarke,Historical Historical Fiction Historical Abandoned Science Fiction Alternate History Audiobook,August 1st 2006,1006,Tor Books,English,0765356155,9780765356154,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,
The Shack,William Paul Young,Fiction Christian Fiction Religion Spirituality,July 1st 2007,252,Windblown Media,English,0964729237,9780964729230,https://www.goodreads.com/book/show/1812457.The_Shack,
Sarah's Key,Tatiana de Rosnay,Historical Historical Fiction Fiction World War II Holocaust Historical War World War II,June 12th 2007,294,St. Martin's Press,English,0312370830,9780312370831,https://www.goodreads.com/book/show/556602.Sarah_s_Key,
Unbroken: A World War II Story of Survival; Resilience and Redemption,Laura Hillenbrand,Nonfiction History Biography War War World War II Historical,November 16th 2010,473,Random House,English,1400064163,9781400064168,https://www.goodreads.com/book/show/8664353-unbroken,
Nineteen Minutes,Jodi Picoult,Fiction Contemporary Womens Fiction Chick Lit Adult Adult Fiction Realistic Fiction,March 5th 2007,440,Atria Books,English,0743496728,9780743496728,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,
What Is the What,Dave Eggers,Autobiography Memoir Nonfiction War History,October 18th 2006,475,McSweeney's,English,1932416641,9781932416640,https://www.goodreads.com/book/show/4952.What_Is_the_What,
